PeakID (cmd=annotatePeaks.pl siBAZ2B_raw_MACS2_Unique_Ctrl.narrowPeak hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_581,chr1,179262709,179263007,+,36,NA,promoter-TSS (NM_003101),promoter-TSS (NM_003101),9,NM_001252511,6646,,NM_003101,ENSG00000057252,SOAT1,ACACT|ACAT|ACAT-1|ACAT1|SOAT|STAT,sterol O-acyltransferase 1,protein-coding
siBAZ2B_3_peak_5480,chr20,49126430,49126992,+,36,NA,promoter-TSS (NM_002827),promoter-TSS (NM_002827),-147,NM_001278618,5770,,NM_002827,ENSG00000196396,PTPN1,PTP1B,protein tyrosine phosphatase non-receptor type 1,protein-coding
siBAZ2B_3_peak_8744,chrX,115004609,115005276,+,36,NA,"intron (NR_147172, intron 2 of 2)",CpG,47645,NR_147173,106029310,,NR_147172,,DANT1,-,"DXZ4 associated non-coding transcript 1, proximal",ncRNA
siBAZ2B_3_peak_6664,chr5,130599697,130599995,+,36,NA,promoter-TSS (NM_020240),promoter-TSS (NM_020240),100,NM_001375634,56990,,NM_020240,ENSG00000158985,CDC42SE2,SPEC2,CDC42 small effector 2,protein-coding
siBAZ2B_3_peak_3370,chr17,8113419,8113831,+,36,NA,promoter-TSS (NM_001313951),promoter-TSS (NM_001313951),-58,NM_001313951,9212,,NM_004217,ENSG00000178999,AURKB,AIK2|AIM-1|AIM1|ARK-2|ARK2|AurB|IPL1|PPP1R48|STK-1|STK12|STK5|aurkb-sv1|aurkb-sv2,aurora kinase B,protein-coding
siBAZ2B_3_peak_1765,chr12,22696658,22697012,+,36,NA,"intron (NR_169598, intron 2 of 24)",CpG,296,NM_001286174,9847,,NM_014802,ENSG00000111731,C2CD5,CDP138|KIAA0528,C2 calcium dependent domain containing 5,protein-coding
siBAZ2B_3_peak_1192,chr11,1050976,1051334,+,36,NA,"intron (NR_160890, intron 1 of 3)","intron (NR_160890, intron 1 of 3)",1275,NR_160890,101927503,,NM_001323425,ENSG00000254872,LINC02688,-,long intergenic non-protein coding RNA 2688,ncRNA
siBAZ2B_3_peak_2219,chr13,52377949,52378247,+,36,NA,promoter-TSS (NM_001377932),promoter-TSS (NM_001377932),200,NM_024705,79758,,NM_024705,ENSG00000102796,DHRS12,SDR40C1,dehydrogenase/reductase 12,protein-coding
siBAZ2B_3_peak_4062,chr19,5622758,5623056,+,35,NA,promoter-TSS (NM_002967),promoter-TSS (NM_002967),-120,NM_014649,9667,,NM_014649,ENSG00000130254,SAFB2,-,scaffold attachment factor B2,protein-coding
siBAZ2B_3_peak_5392,chr20,30311477,30311775,+,35,NA,promoter-TSS (NM_001317919),promoter-TSS (NM_001317919),140,NM_001322240,598,,NM_001191,ENSG00000171552,BCL2L1,BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52,BCL2 like 1,protein-coding
siBAZ2B_3_peak_1221,chr11,6502360,6502952,+,35,NA,promoter-TSS (NR_164826),promoter-TSS (NR_164826),-75,NM_012192,26515,,NM_012192,ENSG00000132286,TIMM10B,FXC1|TIM10B|Tim9b,translocase of inner mitochondrial membrane 10B,protein-coding
siBAZ2B_3_peak_5915,chr3,49967094,49967399,+,35,NA,"exon (NM_032355, exon 1 of 6)","exon (NM_032355, exon 1 of 6)",199,NM_001142501,84315,,NM_032355,ENSG00000164077,MON1A,SAND1,"MON1 homolog A, secretory trafficking associated",protein-coding
siBAZ2B_3_peak_5570,chr21,38362258,38362642,+,35,NA,promoter-TSS (NM_001352515),promoter-TSS (NM_001352515),61,NM_001352515,3141,,NM_000411,ENSG00000159267,HLCS,HCS,holocarboxylase synthetase,protein-coding
siBAZ2B_3_peak_3765,chr17,73266523,73267692,+,35,NA,promoter-TSS (NM_001242501),promoter-TSS (NM_001242501),204,NM_001242498,57409,,NM_020679,ENSG00000125457,MIF4GD,AD023|MIFD|SLIP1,MIF4G domain containing,protein-coding
siBAZ2B_3_peak_2736,chr15,75165095,75165691,+,35,NA,"intron (NM_005697, intron 1 of 8)",CpG,313,NM_005697,10066,,NM_005697,ENSG00000140497,SCAMP2,-,secretory carrier membrane protein 2,protein-coding
siBAZ2B_3_peak_7040,chr6,99395364,99395885,+,35,NA,"intron (NM_001278716, intron 1 of 9)",CpG,198,NR_103837,26235,,NM_012160,ENSG00000112234,FBXL4,FBL4|FBL5|MTDPS13,F-box and leucine rich repeat protein 4,protein-coding
siBAZ2B_3_peak_8210,chr9,36765925,36766328,+,35,NA,Intergenic,Intergenic,57470,NR_039686,100616289,,NR_039686,ENSG00000266255,MIR4475,-,microRNA 4475,ncRNA
siBAZ2B_3_peak_2013,chr12,103954415,103954881,+,35,NA,Intergenic,MIR|SINE|MIR,13076,NR_110103,101929084,,NR_110103,ENSG00000257762,LINC02401,-,long intergenic non-protein coding RNA 2401,ncRNA
siBAZ2B_3_peak_5746,chr22,43485252,43485579,+,35,NA,promoter-TSS (NM_012263),promoter-TSS (NM_012263),-18,NM_012263,25809,,NM_012263,ENSG00000100271,TTLL1,C22orf7|HS323M22B|TPGS3,TTL family tubulin polyglutamylase complex subunit L1,protein-coding
siBAZ2B_3_peak_8805,chrX,153362856,153363555,+,35,NA,promoter-TSS (NM_001369393),promoter-TSS (NM_001369393),-31,NM_001316337,4204,,NM_004992,ENSG00000169057,MECP2,AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT,methyl-CpG binding protein 2,protein-coding
siBAZ2B_3_peak_8514,chr9,140171536,140172333,+,35,NA,promoter-TSS (NM_017723),promoter-TSS (NM_017723),-244,NM_017723,54863,,NM_017723,ENSG00000198113,TOR4A,C9orf167,torsin family 4 member A,protein-coding
siBAZ2B_3_peak_6918,chr6,30875612,30876171,+,35,NA,promoter-TSS (NM_001517),promoter-TSS (NM_001517),-93,NM_001517,2968,,NM_001517,ENSG00000213780,GTF2H4,P52|TFB2|TFIIH,general transcription factor IIH subunit 4,protein-coding
siBAZ2B_3_peak_1109,chr10,120788775,120789254,+,35,NA,promoter-TSS (NM_199461),promoter-TSS (NM_199461),-212,NM_199461,340719,,NM_199461,ENSG00000188613,NANOS1,EC_Rep1a|NOS-1|NOS1|SPGF12|ZC2HC12A,nanos C2HC-type zinc finger 1,protein-coding
siBAZ2B_3_peak_8821,chrX,154687967,154688288,+,35,NA,TTS (NM_001017991).3,TTS (NM_001017991).3,134,NM_001007523,474383,,NM_001007523,ENSG00000288709,F8A2,HAP40,coagulation factor VIII associated 2,protein-coding
siBAZ2B_3_peak_7346,chr7,23676781,23677079,+,35,NA,"intron (NM_138771, intron 3 of 3)",SVA_E|Other|Other,39929,NM_138771,90693,,NM_138771,ENSG00000169193,CCDC126,-,coiled-coil domain containing 126,protein-coding
siBAZ2B_3_peak_3413,chr17,18314999,18315406,+,35,NA,"non-coding (NR_104343, exon 1 of 2)","non-coding (NR_104343, exon 1 of 2)",729,NR_104343,400579,,NR_104343,ENSG00000220161,LINC02076,-,long intergenic non-protein coding RNA 2076,ncRNA
siBAZ2B_3_peak_5618,chr22,17652434,17652855,+,35,NA,Intergenic,CpG,-6467,NM_017829,27440,,NM_017829,ENSG00000069998,HDHD5,CECR5,haloacid dehalogenase like hydrolase domain containing 5,protein-coding
siBAZ2B_3_peak_363,chr1,117602441,117603463,+,35,NA,promoter-TSS (NR_110786),promoter-TSS (NR_110786),4,NM_003594,8458,,NM_003594,ENSG00000116830,TTF2,F2|HuF2|ZGRF6,transcription termination factor 2,protein-coding
siBAZ2B_3_peak_3123,chr16,56716084,56716519,+,35,NA,promoter-TSS (NM_005952),promoter-TSS (NM_005952),-81,NM_005952,4501,,NM_005952,ENSG00000187193,MT1X,MT-1l|MT1,metallothionein 1X,protein-coding
siBAZ2B_3_peak_7211,chr6_mann_hap4,4674313,4674639,+,35,NA,promoter-TSS (NR_044997).4,promoter-TSS (NR_044997).4,-141,NR_044997,414765,,NR_044997,ENSG00000232940,HCG25,dJ1033B10.16,HLA complex group 25,ncRNA
siBAZ2B_3_peak_5610,chr21,47705941,47706394,+,35,NA,promoter-TSS (NM_001006114),promoter-TSS (NM_001006114),-77,NM_001006114,54059,,NM_058181,ENSG00000182362,YBEY,C21orf57,ybeY metalloendoribonuclease,protein-coding
siBAZ2B_3_peak_7190,chr6_dbb_hap3,3068063,3068689,+,35,NA,promoter-TSS (NM_005345).2,promoter-TSS (NM_005345).2,271,NM_005527,3305,,NM_005527,ENSG00000204390,HSPA1L,HSP70-1L|HSP70-HOM|HSP70T|hum70t,heat shock protein family A (Hsp70) member 1 like,protein-coding
siBAZ2B_3_peak_7246,chr6_qbl_hap6,4053637,4053935,+,35,NA,promoter-TSS (NM_000593).6,promoter-TSS (NM_000593).6,-198,NM_000593,6890,,NM_000593,ENSG00000168394,TAP1,ABC17|ABCB2|APT1|D6S114E|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N,"transporter 1, ATP binding cassette subfamily B member",protein-coding
siBAZ2B_3_peak_6778,chr5,156817675,156817991,+,35,NA,"intron (NM_014376, intron 30 of 30)","intron (NM_014376, intron 30 of 30)",-45148,NM_001001343,408263,,NM_001001343,ENSG00000172568,FNDC9,C5orf40,fibronectin type III domain containing 9,protein-coding
siBAZ2B_3_peak_5564,chr21,36180094,36180453,+,35,NA,"intron (NM_001754, intron 7 of 8)","intron (NM_001754, intron 7 of 8)",62151,NR_038885,100506385,,NR_038885,ENSG00000234380,LINC01426,lincRNA-uc002yug.2,long intergenic non-protein coding RNA 1426,ncRNA
siBAZ2B_3_peak_6550,chr5,70196628,70197055,+,35,NA,"intron (NM_021967, intron 1 of 2).2",CpG,345,NM_022968,8293,,NM_021967,ENSG00000172058,SERF1A,4F5|FAM2A|H4F5|SERF1|SMAM1,small EDRK-rich factor 1A,protein-coding
siBAZ2B_3_peak_147,chr1,26799174,26799538,+,35,NA,"intron (NM_005517, intron 1 of 5)",CpG,425,NM_005517,3151,,NM_005517,ENSG00000198830,HMGN2,HMG17,high mobility group nucleosomal binding domain 2,protein-coding
siBAZ2B_3_peak_865,chr10,32259186,32259610,+,35,NA,Intergenic,SVA_E|Other|Other,-41594,NM_001270695,94134,,NM_018287,ENSG00000165322,ARHGAP12,-,Rho GTPase activating protein 12,protein-coding
siBAZ2B_3_peak_1094,chr10,113943322,113943620,+,35,NA,promoter-TSS (NM_001244949),promoter-TSS (NM_001244949),52,NM_001244949,57678,,NM_020918,ENSG00000119927,GPAM,GPAT|GPAT1,"glycerol-3-phosphate acyltransferase, mitochondrial",protein-coding
siBAZ2B_3_peak_8695,chrX,55187294,55187901,+,35,NA,promoter-TSS (NM_001166704),promoter-TSS (NM_001166704),21,NM_138362,90736,,NM_138362,ENSG00000182518,VCF2,CXorf44|FAM104B,VCP nuclear cofactor family member 2,protein-coding
siBAZ2B_3_peak_2433,chr14,77279011,77279367,+,35,NA,promoter-TSS (NM_015305),promoter-TSS (NM_015305),36,NM_015305,23357,,NM_015305,ENSG00000013523,ANGEL1,Ccr4e|KIAA0759,angel homolog 1,protein-coding
siBAZ2B_3_peak_1864,chr12,53821894,53822690,+,35,NA,"intron (NM_001164691, intron 6 of 8)",MIR|SINE|MIR,4653,NM_001164691,269,,NM_020547,ENSG00000135409,AMHR2,AMHR|MISR2|MISRII|MRII,anti-Mullerian hormone receptor type 2,protein-coding
siBAZ2B_3_peak_2129,chr12,125313143,125313441,+,35,NA,"intron (NR_160416, intron 1 of 12)","intron (NR_160416, intron 1 of 12)",10925,NM_001367982,949,,NM_005505,ENSG00000073060,SCARB1,CD36L1|CLA-1|CLA1|HDLCQ6|HDLQTL6|SR-BI|SRB1,scavenger receptor class B member 1,protein-coding
siBAZ2B_3_peak_6063,chr3,138553359,138553811,+,35,NA,"5' UTR (NM_006219, exon 1 of 24)","5' UTR (NM_006219, exon 1 of 24)",185,NM_006219,5291,,NM_006219,ENSG00000051382,PIK3CB,P110BETA|PI3K|PI3KBETA|PIK3C1,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",protein-coding
siBAZ2B_3_peak_6429,chr4,186392536,186393024,+,35,NA,"non-coding (NR_133944, exon 1 of 2)","non-coding (NR_133944, exon 1 of 2)",107,NM_001145411,256309,,NM_152775,ENSG00000168491,CCDC110,CT52|KM-HN-1|KMHN1,coiled-coil domain containing 110,protein-coding
siBAZ2B_3_peak_5794,chr3,12525677,12526108,+,35,NA,promoter-TSS (NM_001145392),promoter-TSS (NM_001145392),-39,NM_001145394,80746,,NM_025265,ENSG00000154743,TSEN2,PCH2B|SEN2|SEN2L,tRNA splicing endonuclease subunit 2,protein-coding
siBAZ2B_3_peak_703,chr1,224370917,224371430,+,35,NA,promoter-TSS (NM_001321542),promoter-TSS (NM_001321542),-209,NM_001321542,8560,,NM_003676,ENSG00000143753,DEGS1,DEGS|DEGS-1|DES1|Des-1|FADS7|HLD18|MIG15|MLD,"delta 4-desaturase, sphingolipid 1",protein-coding
siBAZ2B_3_peak_2235,chr13,95253834,95254233,+,35,NA,promoter-TSS (NM_180989),promoter-TSS (NM_180989),-78,NM_180989,160897,,NM_180989,ENSG00000152749,GPR180,ITR,G protein-coupled receptor 180,protein-coding
siBAZ2B_3_peak_2203,chr13,46038732,46039329,+,35,NA,promoter-TSS (NM_031431),promoter-TSS (NM_031431),-44,NM_031431,83548,,NM_031431,ENSG00000136152,COG3,CDG2BB|SEC34,component of oligomeric golgi complex 3,protein-coding
siBAZ2B_3_peak_7612,chr7,111202145,111202494,+,35,NA,"5' UTR (NM_001350960, exon 1 of 7)","5' UTR (NM_001350960, exon 1 of 7)",229,NM_032549,83943,,NM_032549,ENSG00000184903,IMMP2L,IMMP2L-IT1|IMP2|IMP2-LIKE,inner mitochondrial membrane peptidase subunit 2,protein-coding
siBAZ2B_3_peak_8487,chr9,137494464,137494762,+,35,NA,Intergenic,Intergenic,-39036,NM_000093,1289,,NM_000093,ENSG00000130635,COL5A1,EDSC|EDSCL1|FMDMF,collagen type V alpha 1 chain,protein-coding
siBAZ2B_3_peak_7786,chr8,21966890,21967210,+,34,NA,promoter-TSS (NM_024815),promoter-TSS (NM_024815),-118,NM_024815,79873,,NM_024815,ENSG00000275074,NUDT18,MTH3,nudix hydrolase 18,protein-coding
siBAZ2B_3_peak_5105,chr2,176866434,176867022,+,34,NA,"intron (NR_130941, intron 1 of 14)",CpG,267,NM_030650,80856,,NM_030650,ENSG00000144320,LNPK,KIAA1715|LNP|LNP1|NEDEHCC|Ul|ulnaless,"lunapark, ER junction formation factor",protein-coding
siBAZ2B_3_peak_2148,chr12,132413175,132413547,+,34,NA,promoter-TSS (NM_025215),promoter-TSS (NM_025215),-460,NM_025215,80324,,NM_025215,ENSG00000177192,PUS1,MLASA1,pseudouridine synthase 1,protein-coding
siBAZ2B_3_peak_2901,chr16,668686,669161,+,34,NA,"intron (NM_001172663, intron 4 of 6)","intron (NM_001172663, intron 4 of 6)",-12062,NM_053284,117166,,NM_053284,ENSG00000127578,WFIKKN1,C16orf12|RJD2|WFDC20A|WFIKKN,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",protein-coding
siBAZ2B_3_peak_2253,chr13,111522668,111523014,+,34,NA,promoter-TSS (NR_027701),promoter-TSS (NR_027701),-186,NR_027701,283487,,NM_178514,ENSG00000255874,PRECSIT,C13orf29|LINC00346|NCRNA00346,p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript,ncRNA
siBAZ2B_3_peak_1176,chr11,535673,535993,+,34,NA,promoter-TSS (NM_001318054),promoter-TSS (NM_001318054),-257,NM_001318054,3265,,NM_005343,ENSG00000174775,HRAS,C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras,"HRas proto-oncogene, GTPase",protein-coding
siBAZ2B_3_peak_3522,chr17,37910507,37910977,+,34,NA,Intergenic,CpG,14522,NM_001242443,2886,,NM_005310,ENSG00000141738,GRB7,-,growth factor receptor bound protein 7,protein-coding
siBAZ2B_3_peak_6183,chr3,197476492,197476832,+,34,NA,promoter-TSS (NM_032288),promoter-TSS (NM_032288),-92,NM_001145642,9711,,NM_014687,ENSG00000145016,RUBCN,KIAA0226|RUBICON|SCAR15,rubicon autophagy regulator,protein-coding
siBAZ2B_3_peak_6485,chr5,34007987,34008525,+,34,NA,promoter-TSS (NM_014324),promoter-TSS (NM_014324),-101,NM_001167595,23600,,NM_014324,ENSG00000242110,AMACR,AMACRD|CBAS4|P504S|RACE|RM,alpha-methylacyl-CoA racemase,protein-coding
siBAZ2B_3_peak_6175,chr3,196044146,196044476,+,34,NA,promoter-TSS (NR_121665),promoter-TSS (NR_121665),800,NM_001351628,255758,,NM_152773,ENSG00000213123,DYNLT2B,SRTD17|TCTEX1D2,dynein light chain Tctex-type 2B,protein-coding
siBAZ2B_3_peak_743,chr1,231664020,231664418,+,34,NA,promoter-TSS (NR_028399),promoter-TSS (NR_028399),-180,NR_028394,100303453,,NR_028393,ENSG00000270106,TSNAX-DISC1,-,TSNAX-DISC1 readthrough (NMD candidate),ncRNA
siBAZ2B_3_peak_6962,chr6,37786886,37787465,+,34,NA,promoter-TSS (NM_021943),promoter-TSS (NM_021943),-328,NM_021943,60685,,NM_021943,ENSG00000156639,ZFAND3,TEX27,zinc finger AN1-type containing 3,protein-coding
siBAZ2B_3_peak_5195,chr2,219260953,219261290,+,34,NA,"3' UTR (NM_000578, exon 15 of 15)","3' UTR (NM_000578, exon 15 of 15)",-1835,NM_001206878,58190,,NM_021198,ENSG00000144579,CTDSP1,NIF3|NLI-IF|NLIIF|SCP1,CTD small phosphatase 1,protein-coding
siBAZ2B_3_peak_1530,chr11,71159220,71159518,+,34,NA,promoter-TSS (NM_001163817),promoter-TSS (NM_001163817),70,NM_001360,1717,,NM_001360,ENSG00000172893,DHCR7,SLOS,7-dehydrocholesterol reductase,protein-coding
siBAZ2B_3_peak_3853,chr17,79935398,79935735,+,34,NA,promoter-TSS (NM_001330528),promoter-TSS (NM_001330528),61,NM_024083,79058,,NM_024083,ENSG00000169696,ASPSCR1,ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9,"ASPSCR1 tether for SLC2A4, UBX domain containing",protein-coding
siBAZ2B_3_peak_4032,chr19,3035646,3036084,+,34,NA,"intron (NM_001144761, intron 2 of 19)",CpG,-6253,NM_001144762,7089,,NM_003260,ENSG00000065717,TLE2,ESG|ESG2|GRG2,"TLE family member 2, transcriptional corepressor",protein-coding
siBAZ2B_3_peak_4599,chr1_gl000191_random,49940,50238,+,34,NA,promoter-TSS (NR_034035),promoter-TSS (NR_034035),56,NR_034035,10772,,NM_006625,ENSG00000188529,SRSF10,FUSIP1|FUSIP2|NSSR|PPP1R149|SFRS13|SFRS13A|SRp38|SRrp40|TASR|TASR1|TASR2,serine and arginine rich splicing factor 10,protein-coding
siBAZ2B_3_peak_410,chr1,149813264,149813831,+,34,NA,promoter-TSS (NM_001005464),promoter-TSS (NM_001005464),-767,NM_021059,126961,,NM_021059,ENSG00000203811,H3C14,H3|H3.2|H3/M|H3C13|H3C15|H3F2|H3FM|H3FN|HIST2H3C,H3 clustered histone 14,protein-coding
siBAZ2B_3_peak_5474,chr20,48552787,48553123,+,34,NA,promoter-TSS (NM_018683),promoter-TSS (NM_018683),21,NM_018683,55905,,NM_018683,ENSG00000124226,RNF114,PSORS12|ZNF313,ring finger protein 114,protein-coding
siBAZ2B_3_peak_1833,chr12,50794353,50794998,+,34,NA,promoter-TSS (NM_199188),promoter-TSS (NM_199188),7,NM_001352307,113251,,NM_052879,ENSG00000161813,LARP4,PP13296,La ribonucleoprotein 4,protein-coding
siBAZ2B_3_peak_4873,chr2,73340179,73340477,+,34,NA,promoter-TSS (NM_015470),promoter-TSS (NM_015470),-252,NM_015470,26056,,NM_015470,ENSG00000135631,RAB11FIP5,GAF1|RIP11|gaf-1|pp75|rab11-FIP5,RAB11 family interacting protein 5,protein-coding
siBAZ2B_3_peak_6263,chr4,49293691,49294479,+,34,NA,Intergenic,ACRO1|Satellite|acro,305426,NM_001286791,80157,,NM_025087,ENSG00000109182,CWH43,CWH43-C|PGAP2IP,cell wall biogenesis 43 C-terminal homolog,protein-coding
siBAZ2B_3_peak_925,chr10,64576218,64576516,+,34,NA,promoter-TSS (NM_001136179),promoter-TSS (NM_001136179),-241,NM_001136177,1959,,NM_000399,ENSG00000122877,EGR2,AT591|CMT1D|CMT4E|KROX20,early growth response 2,protein-coding
siBAZ2B_3_peak_7151,chr6_apd_hap1,3109642,3110204,+,34,NA,promoter-TSS (NM_005346).3,promoter-TSS (NM_005346).3,-356,NM_005346,3304,,NM_005346,ENSG00000204388,HSPA1B,HSP70-1|HSP70-1B|HSP70-2|HSP70.1|HSP70.2|HSP72|HSPA1|HSX70,heat shock protein family A (Hsp70) member 1B,protein-coding
siBAZ2B_3_peak_7232,chr6_qbl_hap6,1327871,1328182,+,34,NA,promoter-TSS (NM_021959).8,promoter-TSS (NM_021959).8,72,NM_021959,6992,,NM_021959,ENSG00000204619,PPP1R11,CFAP255|HCG-V|HCGV|IPP3|TCTE5|TCTEX5,protein phosphatase 1 regulatory inhibitor subunit 11,protein-coding
siBAZ2B_3_peak_1528,chr11,70116826,70117200,+,34,NA,"non-coding (NR_045286, exon 1 of 29)","non-coding (NR_045286, exon 1 of 29)",217,NM_001378006,8500,,NM_003626,ENSG00000131626,PPFIA1,LIP.1|LIP1|LIPRIN,PTPRF interacting protein alpha 1,protein-coding
siBAZ2B_3_peak_509,chr1,159894520,159894931,+,34,NA,promoter-TSS (NM_001277223),promoter-TSS (NM_001277223),-340,NM_001277223,8407,,NM_003564,ENSG00000158710,TAGLN2,HA1756,transgelin 2,protein-coding
siBAZ2B_3_peak_6763,chr5,149877242,149877648,+,34,NA,"5' UTR (NM_001301063, exon 1 of 14)","5' UTR (NM_001301063, exon 1 of 14)",104,NM_001301063,3340,,NM_001543,ENSG00000070614,NDST1,HSST|MRT46|NST1,N-deacetylase and N-sulfotransferase 1,protein-coding
siBAZ2B_3_peak_2823,chr15,89164340,89164789,+,34,NA,promoter-TSS (NM_022767),promoter-TSS (NM_022767),-7,NM_022767,64782,,NM_022767,ENSG00000181026,AEN,ISG20L1|pp12744,apoptosis enhancing nuclease,protein-coding
siBAZ2B_3_peak_4647,chr2,11514683,11515089,+,33,NA,Intergenic,Intergenic,-19221,NR_047499,100874055,,NR_047499,ENSG00000224177,LINC00570,ncRNA-a5,long intergenic non-protein coding RNA 570,ncRNA
siBAZ2B_3_peak_5058,chr2,139259040,139259639,+,33,NA,promoter-TSS (NM_001001664),promoter-TSS (NM_001001664),-1,NM_001001664,339745,,NM_001001664,ENSG00000144228,SPOPL,BTBD33,speckle type BTB/POZ protein like,protein-coding
siBAZ2B_3_peak_1172,chr11,460544,460939,+,33,NA,"intron (NM_001329545, intron 2 of 10)","intron (NM_001329545, intron 2 of 10)",10462,NM_001329545,81490,,NM_030783,ENSG00000174915,PTDSS2,PSS2,phosphatidylserine synthase 2,protein-coding
siBAZ2B_3_peak_2756,chr15,77224035,77224413,+,33,NA,"exon (NM_001271837, exon 1 of 8)","exon (NM_001271837, exon 1 of 8)",134,NM_001271837,5955,,NM_002902,ENSG00000117906,RCN2,E6BP|ERC-55|ERC55|TCBP49,reticulocalbin 2,protein-coding
siBAZ2B_3_peak_6422,chr4,184908995,184909715,+,33,NA,"intron (NM_020225, intron 1 of 3)","intron (NM_020225, intron 1 of 3)",82895,NM_020225,56977,,NM_020225,ENSG00000173320,STOX2,-,storkhead box 2,protein-coding
siBAZ2B_3_peak_5790,chr3,10362548,10363032,+,33,NA,promoter-TSS (NM_183352),promoter-TSS (NM_183352),6,NM_183352,6396,,NM_030673,ENSG00000157020,SEC13,D3S1231E|SEC13L1|SEC13R|npp-20,"SEC13 homolog, nuclear pore and COPII coat complex component",protein-coding
siBAZ2B_3_peak_2506,chr14,102975975,102976411,+,33,NA,promoter-TSS (NM_001348652),promoter-TSS (NM_001348652),-80,NM_152326,122416,,NM_152326,ENSG00000156381,ANKRD9,-,ankyrin repeat domain 9,protein-coding
siBAZ2B_3_peak_2699,chr15,68132468,68132795,+,33,NA,promoter-TSS (NR_104080).5,promoter-TSS (NR_104080).5,-248,NR_125730,103625684,,NR_125730,ENSG00000207357,RNU6-2,U6-2,"RNA, U6 small nuclear 2",snRNA
siBAZ2B_3_peak_8820,chrX,154611760,154612083,+,33,NA,TTS (NM_001017991).2,TTS (NM_001017991).2,157,NM_001007523,474383,,NM_001007523,ENSG00000288709,F8A2,HAP40,coagulation factor VIII associated 2,protein-coding
siBAZ2B_3_peak_3136,chr16,57798446,57799170,+,33,NA,"intron (NM_005550, intron 11 of 18)","intron (NM_005550, intron 11 of 18)",7456,NR_106830,102465463,,NR_106830,ENSG00000274816,MIR6772,hsa-mir-6772,microRNA 6772,ncRNA
siBAZ2B_3_peak_6888,chr6,15245610,15246075,+,33,NA,promoter-TSS (NM_004973),promoter-TSS (NM_004973),-458,NM_004973,3720,,NM_004973,ENSG00000008083,JARID2,DIDDF|JMJ,jumonji and AT-rich interaction domain containing 2,protein-coding
siBAZ2B_3_peak_8594,chrX,7066080,7066513,+,33,NA,promoter-TSS (NM_012080),promoter-TSS (NM_012080),-102,NM_012080,8226,,NM_012080,ENSG00000130021,PUDP,DXF68S1E|FAM16AX|GS1|HDHD1|HDHD1A,pseudouridine 5'-phosphatase,protein-coding
siBAZ2B_3_peak_3034,chr16,24550591,24551219,+,33,NA,promoter-TSS (NM_018703),promoter-TSS (NM_018703),-3,NM_032626,5930,,NM_006910,ENSG00000122257,RBBP6,MY038|P2P-R|PACT|RBQ-1|SNAMA,"RB binding protein 6, ubiquitin ligase",protein-coding
siBAZ2B_3_peak_1564,chr11,75236745,75237053,+,33,NA,promoter-TSS (NM_001351168),promoter-TSS (NM_001351168),87,NM_030792,81544,,NM_030792,ENSG00000158555,GDPD5,GDE2|PP1665,glycerophosphodiester phosphodiesterase domain containing 5,protein-coding
siBAZ2B_3_peak_2020,chr12,104531593,104531978,+,33,NA,"intron (NM_006166, intron 1 of 7)",CpG,203,NM_006166,4801,,NM_006166,ENSG00000120837,NFYB,CBF-A|CBF-B|HAP3|NF-YB,nuclear transcription factor Y subunit beta,protein-coding
siBAZ2B_3_peak_7247,chr6_qbl_hap6,4449413,4449711,+,33,NA,promoter-TSS (NR_044997).6,promoter-TSS (NR_044997).6,30,NR_044997,414765,,NR_044997,ENSG00000232940,HCG25,dJ1033B10.16,HLA complex group 25,ncRNA
siBAZ2B_3_peak_6242,chr4,25915600,25916026,+,33,NA,promoter-TSS (NM_001145432),promoter-TSS (NM_001145432),-1,NM_001145432,389203,,NM_001145432,ENSG00000250317,SMIM20,C4orf52|MITRAC7|PNX,small integral membrane protein 20,protein-coding
siBAZ2B_3_peak_807,chr10,4868134,4868837,+,33,NA,promoter-TSS (NM_001040177),promoter-TSS (NM_001040177),86,NM_001040177,83592,,NM_031436,ENSG00000165568,AKR1E2,AKR1CL2|AKRDC1|HTSP1|LoopADR|TAKR|hTSP|htAKR,aldo-keto reductase family 1 member E2,protein-coding
