PeakID (cmd=annotatePeaks.pl siBAZ2B_siControl_raw_MACS2_overlap.bed hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_6942,chr6,34191529,34192070,+,43,NA,Intergenic,GC_rich|Low_complexity|Low_complexity,-12851,NM_002131,3159,,NM_002131,ENSG00000137309,HMGA1,HMG-R|HMGA1A|HMGIY,high mobility group AT-hook 1,protein-coding
siBAZ2B_3_peak_3833,chr17,79008415,79009222,+,43,NA,promoter-TSS (NR_026857),promoter-TSS (NR_026857),-133,NM_001385132,10458,,NM_006340,ENSG00000175866,BAIAP2,BAP2|FLAF3|IRSP53|WAML,BAR/IMD domain containing adaptor protein 2,protein-coding
siBAZ2B_3_peak_5550,chr21,30364781,30365373,+,43,NA,"intron (NM_015565, intron 1 of 29)",CpG,121,NM_001320766,26046,,NM_015565,ENSG00000198862,LTN1,C21orf10|C21orf98|RNF160|ZNF294,listerin E3 ubiquitin protein ligase 1,protein-coding
siBAZ2B_3_peak_6637,chr5,114880266,114880882,+,43,NA,promoter-TSS (NM_020177),promoter-TSS (NM_020177),-102,NM_020177,56929,,NM_020177,ENSG00000145780,FEM1C,EUROIMAGE686608|EUROIMAGE783647|FEM1A,fem-1 homolog C,protein-coding
siBAZ2B_3_peak_4138,chr19,14117410,14117749,+,43,NA,promoter-TSS (NM_002918),promoter-TSS (NM_002918),-447,NM_002918,5989,,NM_002918,ENSG00000132005,RFX1,EFC|RFX,regulatory factor X1,protein-coding
siBAZ2B_3_peak_6334,chr4,103790122,103790443,+,42,NA,promoter-TSS (NM_181893),promoter-TSS (NM_181893),133,NM_001008388,493856,,NM_001008388,ENSG00000145354,CISD2,ERIS|Miner1|NAF-1|WFS2|ZCD2,CDGSH iron sulfur domain 2,protein-coding
siBAZ2B_3_peak_3291,chr17,1018409,1018838,+,42,NA,"intron (NM_021962, intron 2 of 22)",L2b|LINE|L2,-6281,NM_001092,29,,NM_001092,ENSG00000159842,ABR,MDB,ABR activator of RhoGEF and GTPase,protein-coding
siBAZ2B_3_peak_8478,chr9,136242884,136243350,+,42,NA,promoter-TSS (NM_033161),promoter-TSS (NM_033161),-80,NM_001280790,6836,,NM_033161,ENSG00000148248,SURF4,ERV29,surfeit 4,protein-coding
siBAZ2B_3_peak_3011,chr16,15576026,15576425,+,42,NA,"intron (NM_033201, intron 1 of 5)","intron (NM_033201, intron 1 of 5)",-19898,NM_001142469,89927,,NM_033201,ENSG00000166780,BMERB1,C16orf45|MINP,bMERB domain containing 1,protein-coding
siBAZ2B_3_peak_5933,chr3,52017204,52017531,+,42,NA,promoter-TSS (NM_001198895),promoter-TSS (NM_001198895),-184,NM_001198896,95,,NM_000666,ENSG00000243989,ACY1,ACY-1|ACY1D|HEL-S-5,aminoacylase 1,protein-coding
siBAZ2B_3_peak_5244,chr2,232537703,232538135,+,42,NA,Intergenic,Intergenic,-35316,NM_001099285,5757,,NM_002823,ENSG00000187514,PTMA,TMSA,prothymosin alpha,protein-coding
siBAZ2B_3_peak_2749,chr15,75932327,75932952,+,42,NA,promoter-TSS (NM_018285),promoter-TSS (NM_018285),-74,NM_018285,55272,,NM_018285,ENSG00000177971,IMP3,BRMS2|C15orf12|MRPS4,IMP U3 small nucleolar ribonucleoprotein 3,protein-coding
siBAZ2B_3_peak_8429,chr9,130921987,130922668,+,42,NA,promoter-TSS (NM_024112),promoter-TSS (NM_024112),-217,NM_024112,79095,,NM_024112,ENSG00000171159,BBLN,C9orf16|EST00098,bublin coiled coil protein,protein-coding
siBAZ2B_3_peak_3648,chr17,48141988,48142374,+,42,NA,"intron (NM_002204, intron 3 of 25)","intron (NM_002204, intron 3 of 25)",8707,NM_002204,3675,,NM_002204,ENSG00000005884,ITGA3,CD49C|FRP-2|GAP-B3|GAPB3|ILNEB|JEB7|MSK18|VCA-2|VL3A|VLA3a,integrin subunit alpha 3,protein-coding
siBAZ2B_3_peak_4477,chr19,49241637,49242531,+,42,NA,"intron (NM_017805, intron 3 of 11)",CpG,1783,NM_017805,54922,,NM_017805,ENSG00000105538,RASIP1,RAIN,Ras interacting protein 1,protein-coding
siBAZ2B_3_peak_7758,chr8,11142065,11142608,+,42,NA,promoter-TSS (NM_015458),promoter-TSS (NM_015458),11,NM_015458,66036,,NM_015458,ENSG00000104643,MTMR9,C8orf9|LIP-STYX|MTMR8,myotubularin related protein 9,protein-coding
siBAZ2B_3_peak_5518,chr20,61847444,61847988,+,42,NA,promoter-TSS (NM_017798),promoter-TSS (NM_017798),-233,NM_017798,54915,,NM_017798,ENSG00000149658,YTHDF1,C20orf21|DF1,YTH N6-methyladenosine RNA binding protein F1,protein-coding
siBAZ2B_3_peak_3497,chr17,34136067,34136669,+,42,NA,promoter-TSS (NM_139215),promoter-TSS (NM_139215),-120,NM_139215,8148,,NM_003487,ENSG00000270647,TAF15,Npl3|RBP56|TAF2N|TAFII68,TATA-box binding protein associated factor 15,protein-coding
siBAZ2B_3_peak_1469,chr11,65686763,65687095,+,42,NA,promoter-TSS (NM_006442),promoter-TSS (NM_006442),32,NM_006442,10589,,NM_006442,ENSG00000175550,DRAP1,NC2-alpha,DR1 associated protein 1,protein-coding
siBAZ2B_3_peak_8187,chr9,34523060,34523460,+,42,NA,promoter-TSS (NM_198573),promoter-TSS (NM_198573),-272,NM_198573,375704,,NM_198573,ENSG00000168913,ENHO,C9orf165|UNQ470,energy homeostasis associated,protein-coding
siBAZ2B_3_peak_8558,chrUn_gl000224,11645,12193,+,42,NA,Intergenic,ACRO1|Satellite|acro,-90584,NR_135482,100505874,,NR_135481,,LOC100505874,-,uncharacterized LOC100505874,ncRNA
siBAZ2B_3_peak_3457,chr17,26971786,26972494,+,42,NA,promoter-TSS (NM_001363826),promoter-TSS (NM_001363826),36,NM_001321561,9703,,NM_014680,ENSG00000007202,BLTP2,BCOX|BCOX1|CT101|FMP27|Hob|KIAA0100,bridge-like lipid transfer protein family member 2,protein-coding
siBAZ2B_3_peak_1882,chr12,56122930,56123479,+,42,NA,promoter-TSS (NM_001267698),promoter-TSS (NM_001267698),253,NM_001257389,967,,NM_001780,ENSG00000135404,CD63,AD1|HOP-26|ME491|MLA1|OMA81H|Pltgp40|TSPAN30,CD63 molecule,protein-coding
siBAZ2B_3_peak_4517,chr19,50528399,50528697,+,42,NA,promoter-TSS (NM_016440),promoter-TSS (NM_016440),81,NM_016440,51231,,NM_016440,ENSG00000105053,VRK3,-,VRK serine/threonine kinase 3,protein-coding
siBAZ2B_3_peak_6959,chr6,37190166,37190474,+,42,NA,"intron (NM_001286401, intron 1 of 2)",MER52C|LTR|ERV1,35055,NM_145316,221468,,NM_145316,ENSG00000172738,TMEM217,C6orf128|dJ355M6.2,transmembrane protein 217,protein-coding
siBAZ2B_3_peak_4327,chr19,40909647,40910123,+,42,NA,"intron (NM_181882, intron 4 of 6)",AluJo|SINE|Alu,9386,NM_020956,57716,,NM_020956,ENSG00000105227,PRX,CMT4F,periaxin,protein-coding
siBAZ2B_3_peak_1818,chr12,49412242,49412786,+,42,NA,promoter-TSS (NM_002733),promoter-TSS (NM_002733),45,NM_001206710,5571,,NM_002733,ENSG00000181929,PRKAG1,AMPKG,protein kinase AMP-activated non-catalytic subunit gamma 1,protein-coding
siBAZ2B_3_peak_1471,chr11,65819493,65819872,+,42,NA,promoter-TSS (NR_145738),promoter-TSS (NR_145738),-153,NM_006842,10992,,NM_006842,ENSG00000087365,SF3B2,CFM|Cus1|HFM|SAP145|SF3B145|SF3b1|SF3b150,splicing factor 3b subunit 2,protein-coding
siBAZ2B_3_peak_1131,chr10,126107222,126107856,+,41,NA,promoter-TSS (NM_001322974),promoter-TSS (NM_001322974),6,NM_001171814,4942,,NM_000274,ENSG00000065154,OAT,GACR|HOGA|OATASE|OKT,ornithine aminotransferase,protein-coding
siBAZ2B_3_peak_3278,chr16,90061692,90062027,+,41,NA,"non-coding (NR_003226, exon 11 of 11)","non-coding (NR_003226, exon 11 of 11)",13553,NM_001371581,79007,,NM_024043,ENSG00000003249,DBNDD1,-,dysbindin domain containing 1,protein-coding
siBAZ2B_3_peak_1232,chr11,9336032,9336437,+,41,NA,promoter-TSS (NM_001165030),promoter-TSS (NM_001165030),-94,NM_001165030,440026,,NM_015012,ENSG00000166471,TMEM41B,-,transmembrane protein 41B,protein-coding
siBAZ2B_3_peak_7410,chr7,44835777,44836562,+,41,NA,promoter-TSS (NM_021130),promoter-TSS (NM_021130),-111,NM_001300981,5478,,NM_021130,ENSG00000196262,PPIA,CYPA|CYPH|HEL-S-69p,peptidylprolyl isomerase A,protein-coding
siBAZ2B_3_peak_1060,chr10,103824958,103825416,+,41,NA,promoter-TSS (NM_024747),promoter-TSS (NM_024747),81,NM_024747,79803,,NM_024747,ENSG00000166189,HPS6,BLOC2S3,HPS6 biogenesis of lysosomal organelles complex 2 subunit 3,protein-coding
siBAZ2B_3_peak_1103,chr10,118501914,118502743,+,41,NA,promoter-TSS (NM_025015),promoter-TSS (NM_025015),-251,NM_025015,259217,,NM_025015,ENSG00000165868,HSPA12A,-,heat shock protein family A (Hsp70) member 12A,protein-coding
siBAZ2B_3_peak_5930,chr3,51534067,51534508,+,41,NA,promoter-TSS (NM_001349169),promoter-TSS (NM_001349169),-256,NM_001349171,9730,,NM_014703,ENSG00000145041,DCAF1,RIP|VPRBP,DDB1 and CUL4 associated factor 1,protein-coding
siBAZ2B_3_peak_7574,chr7,101917318,101917616,+,41,NA,"intron (NM_181500, intron 15 of 22)","intron (NM_181500, intron 15 of 22)",-10965,NM_020979,10603,,NM_020979,ENSG00000160999,SH2B2,APS,SH2B adaptor protein 2,protein-coding
siBAZ2B_3_peak_8521,chr9,140740158,140740761,+,41,NA,Intergenic,Intergenic,7588,NR_030333,693187,,NR_030333,ENSG00000207693,MIR602,MIRN602|hsa-mir-602,microRNA 602,ncRNA
siBAZ2B_3_peak_1814,chr12,49110262,49110616,+,41,NA,promoter-TSS (NM_001240),promoter-TSS (NM_001240),51,NM_001240,904,,NM_001240,ENSG00000129315,CCNT1,CCNT|CYCT1|HIVE1,cyclin T1,protein-coding
siBAZ2B_3_peak_6342,chr4,110650876,110651559,+,41,NA,promoter-TSS (NM_030821),promoter-TSS (NM_030821),9,NM_030821,81579,,NM_030821,ENSG00000123739,PLA2G12A,GXII|PLA2G12|ROSSY,phospholipase A2 group XIIA,protein-coding
siBAZ2B_3_peak_8209,chr9,36487645,36488152,+,41,NA,Intergenic,CpG,-84961,NM_001256688,9833,,NM_014791,ENSG00000165304,MELK,HPK38,maternal embryonic leucine zipper kinase,protein-coding
siBAZ2B_3_peak_4696,chr2,27008572,27009087,+,41,NA,promoter-TSS (NM_001809),promoter-TSS (NM_001809),-54,NM_001042426,1058,,NM_001809,ENSG00000115163,CENPA,CENP-A|CenH3,centromere protein A,protein-coding
siBAZ2B_3_peak_4425,chr19,46849821,46850753,+,40,NA,promoter-TSS (NM_001204284),promoter-TSS (NM_001204284),-57,NM_006247,5536,,NM_006247,ENSG00000011485,PPP5C,PP5|PPP5|PPT,protein phosphatase 5 catalytic subunit,protein-coding
siBAZ2B_3_peak_2388,chr14,64854738,64855210,+,40,NA,promoter-TSS (NM_001364837),promoter-TSS (NM_001364837),-97,NM_001364837,4522,,NM_005956,ENSG00000100714,MTHFD1,CIMAH|MTHFC|MTHFD,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",protein-coding
siBAZ2B_3_peak_2573,chr15,30763270,30763903,+,40,NA,promoter-TSS (NR_146104),promoter-TSS (NR_146104),-86,NR_146104,100288203,,NR_146103,,WHAMMP4,-,WHAMM pseudogene 4,pseudo
siBAZ2B_3_peak_3361,chr17,7738566,7739163,+,40,NA,Intergenic,CpG,-4360,NM_001348716,23135,,NM_001080424,ENSG00000132510,KDM6B,JMJD3|NEDCFSA|NEDSST,lysine demethylase 6B,protein-coding
siBAZ2B_3_peak_8482,chr9,136890288,136890890,+,40,NA,promoter-TSS (NM_001355256),promoter-TSS (NM_001355256),-9,NR_149319,266655,,NM_001355256,ENSG00000235106,BRD3OS,LINC00094|LP2477|NCRNA00094|SERLOC,BRD3 opposite strand,protein-coding
siBAZ2B_3_peak_6212,chr4,3294141,3294705,+,40,NA,Intergenic,CpG,-21451,NM_002926,6002,,NM_002926,ENSG00000159788,RGS12,-,regulator of G protein signaling 12,protein-coding
siBAZ2B_3_peak_4692,chr2,26943394,26943776,+,40,NA,"intron (NM_002246, intron 1 of 1)","intron (NM_002246, intron 1 of 1)",27995,NM_002246,3777,,NM_002246,ENSG00000171303,KCNK3,K2p3.1|OAT1|PPH4|TASK|TASK-1|TASK1|TBAK1,potassium two pore domain channel subfamily K member 3,protein-coding
siBAZ2B_3_peak_2787,chr15,82647399,82648049,+,40,NA,"intron (NR_004847, intron 1 of 4)",CpG,370,NR_004847,100134869,,NR_004847,,UBE2Q2P2,UBE2Q2P3|UBE2QP2,UBE2Q2 pseudogene 2,pseudo
siBAZ2B_3_peak_7121,chr6,159065400,159066074,+,40,NA,promoter-TSS (NM_001291603),promoter-TSS (NM_001291603),38,NM_001291602,6993,,NM_006519,ENSG00000146425,DYNLT1,CW-1|TCTEL1|TCTEX1|tctex-1,dynein light chain Tctex-type 1,protein-coding
siBAZ2B_3_peak_8313,chr9,99180978,99181541,+,40,NA,promoter-TSS (NM_153695),promoter-TSS (NM_153695),-607,NM_153695,195828,,NM_153695,ENSG00000165244,ZNF367,AFF29|CDC14B|ZFF29,zinc finger protein 367,protein-coding
siBAZ2B_3_peak_2216,chr13,50698317,50698672,+,40,NA,"intron (NR_109974, intron 2 of 6)",CpG,1183,NR_152566,8847,,NM_006021,ENSG00000231607,DLEU2,ALT1|BCMSUN|DLB2|LEU2|LINC00022|MIR15AHG|NCRNA00022|RFP2|RFP2OS|TRIM13OS,deleted in lymphocytic leukemia 2,ncRNA
siBAZ2B_3_peak_1423,chr11,64085166,64085475,+,40,NA,promoter-TSS (NM_012094),promoter-TSS (NM_012094),142,NM_001372072,51504,,NM_016404,ENSG00000173113,TRMT112,HSPC152|HSPC170|TRM112|TRMT11-2|hTrm112,tRNA methyltransferase activator subunit 11-2,protein-coding
siBAZ2B_3_peak_4562,chr19,55700704,55701238,+,40,NA,"intron (NM_001161440, intron 10 of 17)",L2a|LINE|L2,-9314,NM_003180,6861,,NM_003180,ENSG00000129990,SYT5,-,synaptotagmin 5,protein-coding
siBAZ2B_3_peak_4573,chr19,56028245,56029038,+,40,NA,"exon (NM_001144950, exon 14 of 14)","exon (NM_001144950, exon 14 of 14)",19859,NM_001370096,646643,,NM_001101401,ENSG00000187550,SBK2,SGK069,SH3 domain binding kinase family member 2,protein-coding
siBAZ2B_3_peak_1006,chr10,94434380,94434882,+,40,NA,Intergenic,SVA_F|Other|Other,-15081,NM_002729,3087,,NM_002729,ENSG00000152804,HHEX,HEX|HMPH|HOX11L-PEN|PRH|PRHX,hematopoietically expressed homeobox,protein-coding
siBAZ2B_3_peak_5271,chr2,240629012,240629318,+,40,NA,Intergenic,(CCCTG)n|Simple_repeat|Simple_repeat,-55389,NR_037808,150935,,NR_037808,,LOC150935,-,uncharacterized LOC150935,ncRNA
siBAZ2B_3_peak_8332,chr9,102860762,102861923,+,40,NA,promoter-TSS (NM_014425),promoter-TSS (NM_014425),-60,NM_015051,23071,,NM_015051,ENSG00000023318,ERP44,PDIA10|TXNDC4,endoplasmic reticulum protein 44,protein-coding
siBAZ2B_3_peak_7845,chr8,38384683,38385620,+,40,NA,"intron (NR_167676, intron 1 of 2)","intron (NR_167676, intron 1 of 2)",1029,NR_167676,389649,,NM_207412,ENSG00000196166,LINC03042,C8orf86,long intergenic non-protein coding RNA 3042,ncRNA
siBAZ2B_3_peak_3547,chr17,40118515,40119035,+,40,NA,promoter-TSS (NM_033133),promoter-TSS (NM_033133),-38,NM_033133,1267,,NM_033133,ENSG00000173786,CNP,CNP1|HLD20,"2',3'-cyclic nucleotide 3' phosphodiesterase",protein-coding
siBAZ2B_3_peak_6294,chr4,76649428,76650152,+,39,NA,promoter-TSS (NM_001290049),promoter-TSS (NM_001290049),29,NM_003715,8615,,NM_003715,ENSG00000138768,USO1,P115|TAP|VDP,USO1 vesicle transport factor,protein-coding
siBAZ2B_3_peak_7148,chr6_apd_hap1,1996810,1997108,+,39,NA,promoter-TSS (NM_014641).4,promoter-TSS (NM_014641).4,-258,NM_014641,9656,,NM_014641,ENSG00000137337,MDC 1.00,NFBD1,mediator of DNA damage checkpoint 1,protein-coding
siBAZ2B_3_peak_2584,chr15,32828917,32829215,+,39,NA,"non-coding (NR_102756, exon 1 of 3)","non-coding (NR_102756, exon 1 of 3)",106,NR_102756,100996255,,NR_102756,,LINC02256,-,long intergenic non-protein coding RNA 2256,ncRNA
siBAZ2B_3_peak_5629,chr22,19466691,19467209,+,39,NA,promoter-TSS (NM_005659),promoter-TSS (NM_005659),-39,NM_001369291,8318,,NM_003504,ENSG00000093009,CDC45,CDC45L|CDC45L2|MGORS7|PORC-PI-1,cell division cycle 45,protein-coding
siBAZ2B_3_peak_1019,chr10,99035647,99035945,+,39,NA,"intron (NM_032900, intron 1 of 11)",SVA_F|Other|Other,-5382,NM_001256423,84986,,NM_032900,ENSG00000213390,ARHGAP19,-,Rho GTPase activating protein 19,protein-coding
siBAZ2B_3_peak_1319,chr11,45825958,45826901,+,39,NA,promoter-TSS (NM_018389),promoter-TSS (NM_018389),-271,NM_018389,55343,,NM_018389,ENSG00000181830,SLC35C1,CDG2C|FUCT1,solute carrier family 35 member C1,protein-coding
siBAZ2B_3_peak_4948,chr2,97222491,97222809,+,39,NA,Intergenic,Intergenic,19034,NM_001319092,10865,,NM_006673,ENSG00000196843,ARID5A,MRF-1|MRF1|RP11-363D14,AT-rich interaction domain 5A,protein-coding
siBAZ2B_3_peak_6697,chr5,137667212,137667824,+,39,NA,promoter-TSS (NR_146628),promoter-TSS (NR_146628),-25,NM_001287582,995,,NM_001790,ENSG00000158402,CDC25C,CDC25|PPP1R60,cell division cycle 25C,protein-coding
siBAZ2B_3_peak_121,chr1,23694542,23695271,+,39,NA,promoter-TSS (NR_033690),promoter-TSS (NR_033690),-27,NM_030634,80818,,NM_030634,ENSG00000125945,ZNF436,ZNF|Zfp46,zinc finger protein 436,protein-coding
siBAZ2B_3_peak_417,chr1,150487932,150488419,+,38,NA,promoter-TSS (NR_051960),promoter-TSS (NR_051960),-58,NR_051960,100874054,,NR_051960,,FALEC,FAL1|LINC00568|ncRNA-a1,focally amplified long non-coding RNA in epithelial cancer,ncRNA
siBAZ2B_3_peak_7429,chr7,56119182,56119480,+,38,NA,promoter-TSS (NM_001370521),promoter-TSS (NM_001370521),-127,NM_001762,908,,NM_001762,ENSG00000146731,CCT6A,CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20,chaperonin containing TCP1 subunit 6A,protein-coding
siBAZ2B_3_peak_7939,chr8,86839621,86840289,+,38,NA,"non-coding (NR_003594, exon 1 of 1).10","non-coding (NR_003594, exon 1 of 1).10",216,NR_003594,100288527,,NR_003594,,REXO1L2P,-,"REXO1 like 2, pseudogene",pseudo
siBAZ2B_3_peak_5478,chr20,48937729,48938325,+,38,NA,promoter-TSS (NR_109950),promoter-TSS (NR_109950),-148,NR_109950,101927586,,NR_109950,ENSG00000233077,LINC01271,-,long intergenic non-protein coding RNA 1271,ncRNA
siBAZ2B_3_peak_7049,chr6,109169336,109169956,+,38,NA,promoter-TSS (NM_001286609),promoter-TSS (NM_001286609),21,NM_032131,84071,,NM_032131,ENSG00000118690,ARMC2,SPGF38|bA787I22.1,armadillo repeat containing 2,protein-coding
siBAZ2B_3_peak_954,chr10,74057089,74058298,+,38,NA,Intergenic,CpG,24011,NM_019058,54541,,NM_019058,ENSG00000168209,DDIT4,Dig2|REDD-1|REDD1,DNA damage inducible transcript 4,protein-coding
siBAZ2B_3_peak_6590,chr5,86563388,86564572,+,38,NA,promoter-TSS (NM_022650),promoter-TSS (NM_022650),280,NM_002890,5921,,NM_002890,ENSG00000145715,RASA1,CM-AVM|CMAVM|CMAVM1|GAP|PKWS|RASA|RASGAP|p120|p120GAP|p120RASGAP,RAS p21 protein activator 1,protein-coding
siBAZ2B_3_peak_2767,chr15,78799582,78800307,+,38,NA,promoter-TSS (NM_001083612),promoter-TSS (NM_001083612),25,NM_001013619,123688,,NM_001013619,ENSG00000188266,HYKK,AGPHD1,hydroxylysine kinase,protein-coding
siBAZ2B_3_peak_131,chr1,24828804,24829110,+,38,NA,promoter-TSS (NR_045407),promoter-TSS (NR_045407),-85,NR_045407,100750325,,NR_045407,ENSG00000286061,RCAN3AS,-,RCAN3 antisense RNA,ncRNA
siBAZ2B_3_peak_7191,chr6_dbb_hap3,3080455,3081091,+,38,NA,promoter-TSS (NM_005346).2,promoter-TSS (NM_005346).2,-329,NM_005346,3304,,NM_005346,ENSG00000204388,HSPA1B,HSP70-1|HSP70-1B|HSP70-2|HSP70.1|HSP70.2|HSP72|HSPA1|HSX70,heat shock protein family A (Hsp70) member 1B,protein-coding
siBAZ2B_3_peak_38,chr1,3773585,3774182,+,38,NA,promoter-TSS (NM_001282669),promoter-TSS (NM_001282669),52,NM_001282669,1677,,NM_004402,ENSG00000169598,DFFB,CAD|CPAN|DFF-40|DFF2|DFF40,DNA fragmentation factor subunit beta,protein-coding
siBAZ2B_3_peak_2395,chr14,65879190,65880012,+,37,NA,promoter-TSS (NR_024334),promoter-TSS (NR_024334),153,NM_001371533,2530,,NM_004480,ENSG00000033170,FUT8,CDGF|CDGF1,fucosyltransferase 8,protein-coding
siBAZ2B_3_peak_3015,chr16,16326200,16326560,+,37,NA,promoter-TSS (NM_001004067),promoter-TSS (NM_001004067),-5,NM_001004067,408050,,NM_001004067,ENSG00000103226,NOMO3,Nomo,NODAL modulator 3,protein-coding
siBAZ2B_3_peak_65,chr1,9294386,9295112,+,37,NA,promoter-TSS (NM_004285),promoter-TSS (NM_004285),-84,NM_004285,9563,,NM_004285,ENSG00000049239,H6PD,CORTRD1|G6PDH|GDH|H6PDH,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,protein-coding
siBAZ2B_3_peak_5707,chr22,38071109,38071717,+,37,NA,promoter-TSS (NM_002305),promoter-TSS (NM_002305),-230,NM_002305,3956,,NM_002305,ENSG00000100097,LGALS1,GAL1|GBP,galectin 1,protein-coding
siBAZ2B_3_peak_733,chr1,228780432,228780882,+,37,NA,promoter-TSS (NR_023363).9,promoter-TSS (NR_023363).9,0,NR_002834,574029,,NR_002834,,DUSP5P1,DUSP5P,dual specificity phosphatase 5 pseudogene 1,pseudo
siBAZ2B_3_peak_6915,chr6,30719937,30720555,+,37,NA,Intergenic,Intergenic,-7922,NM_003897,8870,,NM_003897,ENSG00000137331,IER3,DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1,immediate early response 3,protein-coding
siBAZ2B_3_peak_3470,chr17,27620556,27621192,+,37,NA,"exon (NM_020772, exon 1 of 4)","exon (NM_020772, exon 1 of 4)",292,NM_020772,57532,,NM_020772,ENSG00000108256,NUFIP2,182-FIP|82-FIP|FIP-82|NUFP2|PIG1,nuclear FMR1 interacting protein 2,protein-coding
siBAZ2B_3_peak_3661,chr17,49243375,49244014,+,37,NA,promoter-TSS (NM_001198682),promoter-TSS (NM_001198682),-78,NM_001198682,4831,,NM_002512,ENSG00000243678,NME2,NDKB|NDPK-B|NDPKB|NM23-H2|NM23B|PUF,NME/NM23 nucleoside diphosphate kinase 2,protein-coding
siBAZ2B_3_peak_8686,chrX,53111287,53111786,+,37,NA,promoter-TSS (NM_022117),promoter-TSS (NM_022117),-13,NM_022117,64061,,NM_022117,ENSG00000184205,TSPYL2,CDA1|CINAP|CTCL|DENTT|HRIHFB2216|NP79|SE204|TSPX,TSPY like 2,protein-coding
siBAZ2B_3_peak_2703,chr15,68570121,68570641,+,37,NA,"5' UTR (NM_015322, exon 1 of 2)","5' UTR (NM_015322, exon 1 of 2)",298,NM_015322,10116,,NM_015322,ENSG00000169018,FEM1B,F1A-ALPHA|F1AA|FEM1-beta,fem-1 homolog B,protein-coding
siBAZ2B_3_peak_2671,chr15,63796259,63796834,+,37,NA,promoter-TSS (NM_001256702),promoter-TSS (NM_001256702),-164,NM_001256702,9960,,NM_006537,ENSG00000140455,USP3,SIH003|UBP,ubiquitin specific peptidase 3,protein-coding
siBAZ2B_3_peak_7367,chr7,30544490,30544901,+,37,NA,promoter-TSS (NR_037669),promoter-TSS (NR_037669),-238,NM_001199816,79017,,NM_024051,ENSG00000006625,GGCT,C7orf24|CRF21|GCTG|GGC,gamma-glutamylcyclotransferase,protein-coding
siBAZ2B_3_peak_2698,chr15,67813659,67813957,+,37,NA,promoter-TSS (NR_040055),promoter-TSS (NR_040055),339,NM_001143936,145853,,NM_001143936,ENSG00000189227,C15orf61,-,chromosome 15 open reading frame 61,protein-coding
siBAZ2B_3_peak_3757,chr17,73083731,73084228,+,37,NA,promoter-TSS (NM_004695),promoter-TSS (NM_004695),-70,NM_001369668,9121,,NM_004695,ENSG00000170190,SLC16A5,MCT5|MCT6,solute carrier family 16 member 5,protein-coding
siBAZ2B_3_peak_3880,chr17_ctg5_hap1,492971,493749,+,37,NA,"intron (NM_001103154, intron 4 of 4)",CpG,-69245,NR_002940,55073,,NM_018001,,LRRC37A4P,LRRC37|LRRC37A4,"leucine rich repeat containing 37 member A4, pseudogene",pseudo
siBAZ2B_3_peak_7714,chr7,158224172,158225705,+,36,NA,"intron (NM_130842, intron 1 of 21)","intron (NM_130842, intron 1 of 21)",100567,NR_030325,693180,,NR_030325,ENSG00000207637,MIR595,MIRN595|hsa-mir-595,microRNA 595,ncRNA
siBAZ2B_3_peak_5855,chr3,33840353,33840810,+,36,NA,"intron (NM_013374, intron 1 of 17)",CpG,459,NM_013374,10015,,NM_013374,ENSG00000170248,PDCD6IP,AIP1|ALIX|DRIP4|HP95|MCPH29,programmed cell death 6 interacting protein,protein-coding
siBAZ2B_3_peak_8422,chr9,130717690,130718140,+,36,NA,"intron (NM_001035254, intron 1 of 10)",L2c|LINE|L2,-4922,NM_203305,399665,,NM_203305,ENSG00000167106,EEIG1,C9orf132|FAM102A|SYM-3A|bA203J24.7,estrogen-induced osteoclastogenesis regulator 1,protein-coding
siBAZ2B_3_peak_1189,chr11,844643,845265,+,36,NA,"intron (NM_001025237, intron 1 of 8)","intron (NM_001025237, intron 1 of 8)",508,NM_001025237,7106,,NM_003271,ENSG00000214063,TSPAN4,NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4,tetraspanin 4,protein-coding
siBAZ2B_3_peak_5457,chr20,43965338,43965645,+,36,NA,"intron (NM_002999, intron 1 of 4)","intron (NM_002999, intron 1 of 4)",11573,NM_002999,6385,,NM_002999,ENSG00000124145,SDC4,SYND4,syndecan 4,protein-coding
siBAZ2B_3_peak_1732,chr12,8179282,8180046,+,36,NA,Intergenic,Intergenic,-5648,NM_018416,55810,,NM_018416,ENSG00000065970,FOXJ2,FHX,forkhead box J2,protein-coding
siBAZ2B_3_peak_4836,chr2,65215790,65216176,+,36,NA,promoter-TSS (NM_003038),promoter-TSS (NM_003038),370,NM_001193493,6509,,NM_003038,ENSG00000115902,SLC1A4,ASCT1|SATT|SPATCCM,solute carrier family 1 member 4,protein-coding
