,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
463,Q9NP77,SSU72,https://www.antibodypedia.com/gene/26440/SSU72,130,20,98,1,1,3,4.521916368438108,"['C:cytosol', 'C:mRNA cleavage and polyadenylation specificity factor complex', 'C:nucleoplasm', 'F:myosin phosphatase activity', 'F:RNA polymerase II CTD heptapeptide repeat phosphatase activity', ""P:co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway"", 'P:termination of RNA polymerase II transcription']"
464,Q9NQU5,PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38,134,1,1,1,2.566510436818768,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
465,Q9NQU5,BUB1B-PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38,0,1,1,1,2.675565937491243,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
466,Q9NQU5,PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38,134,1,1,1,2.566510436818768,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
467,Q9NQU5,BUB1B-PAK6,https://www.antibodypedia.com/gene/10054/PAK6,513,38,0,1,1,1,2.675565937491243,"['C:cell junction', 'C:cytoplasm', 'C:cytosol', 'C:fibrillar center', 'C:nucleoplasm', 'C:postsynaptic density', 'F:ATP binding', 'F:cadherin binding', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'P:apoptotic process', 'P:cytoskeleton organization', 'P:intracellular signal transduction', 'P:learning', 'P:locomotory behavior', 'P:memory', 'P:neuron projection arborization', 'P:neuron projection extension', 'P:regulation of DNA-templated transcription', 'P:regulation of MAPK cascade']"
468,Q9NR09,BIRC6,https://www.antibodypedia.com/gene/29188/BIRC6,212,30,177,10,0,1,3.043058291082679,"['C:centrosome', 'C:cytosol', 'C:endosome', 'C:Flemming body', 'C:membrane', 'C:microtubule organizing center', 'C:midbody', 'C:nucleus', 'C:spindle pole', 'C:trans-Golgi network', 'F:cysteine-type endopeptidase inhibitor activity', 'F:ubiquitin conjugating enzyme activity', 'F:ubiquitin-protein transferase activity', 'P:apoptotic process', 'P:cell division', 'P:cell population proliferation', 'P:labyrinthine layer development', 'P:negative regulation of apoptotic process', 'P:negative regulation of extrinsic apoptotic signaling pathway', 'P:positive regulation of cell population proliferation', 'P:protein phosphorylation', 'P:protein ubiquitination', 'P:regulation of cell population proliferation', 'P:regulation of cytokinesis', 'P:spongiotrophoblast layer development']"
469,Q9NR12,PDLIM7,https://www.antibodypedia.com/gene/17442/PDLIM7,150,24,180,10,0,2,4.211617442966132,"['C:actin cytoskeleton', 'C:adherens junction', 'C:cytosol', 'C:filamentous actin', 'C:focal adhesion', 'C:nucleoplasm', 'C:ruffle', 'C:stress fiber', 'C:Z disc', 'F:actin binding', 'F:metal ion binding', 'F:muscle alpha-actinin binding', 'P:actin cytoskeleton organization', 'P:cell differentiation', 'P:heart development', 'P:muscle structure development', 'P:ossification', 'P:receptor-mediated endocytosis']"
470,Q9NR31,SAR1A,https://www.antibodypedia.com/gene/1887/SAR1A,202,35,107,4,0,0,0.8677347528149995,"['C:COPII vesicle coat', 'C:cytosol', 'C:endoplasmic reticulum exit site', 'C:endoplasmic reticulum membrane', 'C:Golgi cisterna membrane', 'C:lysosomal membrane', 'F:amino acid sensor activity', 'F:G protein activity', 'F:GTP binding', 'F:GTPase activity', 'P:cellular response to leucine starvation', 'P:COPII vesicle coating', 'P:COPII-coated vesicle cargo loading', 'P:endoplasmic reticulum to Golgi vesicle-mediated transport', 'P:intracellular protein transport', 'P:membrane organization', 'P:negative regulation of TORC1 signaling', 'P:positive regulation of protein exit from endoplasmic reticulum', 'P:regulation of COPII vesicle coating', 'P:regulation of TORC1 signaling', 'P:vesicle organization']"
471,Q9NR50,EIF2B3,https://www.antibodypedia.com/gene/18525/EIF2B3,291,26,45,4,-4,1,0.6371219025424142,"['C:cytoplasm', 'C:cytosol', 'C:eukaryotic translation initiation factor 2B complex', 'C:guanyl-nucleotide exchange factor complex', 'F:guanyl-nucleotide exchange factor activity', 'F:translation initiation factor activity', 'P:cytoplasmic translational initiation', 'P:oligodendrocyte development', 'P:response to glucose', 'P:response to heat', 'P:response to peptide hormone', 'P:T cell receptor signaling pathway', 'P:translational initiation']"
472,Q9NRG9,AAAS,https://www.antibodypedia.com/gene/27006/AAAS,254,31,4027,9,0,1,-0.18042327919365508,"['C:centrosome', 'C:cytosol', 'C:membrane', 'C:mitotic spindle', 'C:nuclear envelope', 'C:nuclear membrane', 'C:nuclear pore', 'C:nucleoplasm', 'C:nucleus', 'C:spindle pole', 'P:fertilization', 'P:learning', 'P:microtubule bundle formation', 'P:mitotic spindle assembly', 'P:mRNA transport', 'P:nucleocytoplasmic transport', 'P:protein transport', 'P:regulation of nucleocytoplasmic transport']"
473,Q9NRR4,DROSHA,https://www.antibodypedia.com/gene/22652/DROSHA,285,36,1271,11,-3,-1,-1.384480389482502,"['C:cytosol', 'C:glutamatergic synapse', 'C:microprocessor complex', 'C:nucleolus', 'C:nucleoplasm', 'C:nucleus', 'C:postsynaptic density', 'F:DEAD/H-box RNA helicase binding', 'F:lipopolysaccharide binding', 'F:metal ion binding', 'F:primary miRNA binding', 'F:protein homodimerization activity', 'F:R-SMAD binding', 'F:ribonuclease III activity', 'F:RNA binding', 'F:SMAD binding', 'P:defense response to Gram-negative bacterium', 'P:defense response to Gram-positive bacterium', 'P:miRNA metabolic process', 'P:positive regulation of gene expression', 'P:pre-miRNA processing', 'P:primary miRNA processing', 'P:regulation of inflammatory response', 'P:regulation of miRNA metabolic process', 'P:regulation of regulatory T cell differentiation', 'P:rRNA processing']"
474,Q9NT68,TENM2,https://www.antibodypedia.com/gene/49097/TENM2,19,6,38,2,1,-1,-0.532113537465597,"['C:cell junction', 'C:cell-cell junction', 'C:dendrite', 'C:dendritic spine', 'C:endoplasmic reticulum', 'C:filopodium', 'C:Golgi apparatus', 'C:growth cone', 'C:neuron projection', 'C:nucleus', 'C:plasma membrane', 'C:PML body', 'C:postsynaptic membrane', 'C:synapse', 'F:calcium ion binding', 'F:cell adhesion molecule binding', 'F:protein heterodimerization activity', 'F:protein homodimerization activity', 'F:signaling receptor binding', 'P:cell-cell adhesion', 'P:heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules', 'P:negative regulation of transcription by RNA polymerase II', 'P:neuron development', 'P:positive regulation of filopodium assembly', 'P:retrograde trans-synaptic signaling by trans-synaptic protein complex', 'P:signal transduction']"
475,Q9NUY8,TBC1D23,https://www.antibodypedia.com/gene/46507/TBC1D23,67,21,21,4,0,1,1.9915052156127588,"['C:cytoplasmic vesicle', 'C:cytosol', 'C:Golgi apparatus', 'C:trans-Golgi network', 'P:brain development', 'P:embryonic brain development', 'P:neuron projection development', 'P:retrograde transport, endosome to Golgi', 'P:vesicle tethering to Golgi', 'P:vesicle-mediated transport']"
476,Q9NV96,TMEM30A,https://www.antibodypedia.com/gene/31507/TMEM30A,61,23,76,2,0,1,1.6218834103737636,"['C:apical plasma membrane', 'C:azurophil granule membrane', 'C:early endosome membrane', 'C:endoplasmic reticulum', 'C:Golgi apparatus', 'C:late endosome membrane', 'C:membrane', 'C:phospholipid-translocating ATPase complex', 'C:plasma membrane', 'C:specific granule membrane', 'C:transport vesicle membrane', 'F:aminophospholipid flippase activity', 'F:structural molecule activity', 'P:aminophospholipid transport', 'P:phospholipid translocation', 'P:positive regulation of neuron projection development', 'P:positive regulation of phospholipid translocation', 'P:positive regulation of protein exit from endoplasmic reticulum', 'P:protein localization to endosome', 'P:xenobiotic transmembrane transport']"
477,Q9NVH2,INTS7,https://www.antibodypedia.com/gene/34604/INTS7,57,19,16,8,0,1,2.6099679900249297,"['C:chromosome', 'C:cytoplasm', 'C:integrator complex', 'C:nuclear body', 'C:nucleoplasm', 'C:nucleus', 'P:cellular response to ionizing radiation', 'P:DNA damage checkpoint signaling', 'P:regulation of transcription elongation by RNA polymerase II', ""P:snRNA 3'-end processing"", 'P:snRNA processing']"
478,Q9NVU0,POLR3E,https://www.antibodypedia.com/gene/25851/POLR3E,126,22,13,5,1,1,2.6740048786200123,"['C:cytosol', 'C:nucleoplasm', 'C:RNA polymerase III complex', 'P:defense response to virus', 'P:innate immune response', 'P:tRNA transcription by RNA polymerase III']"
479,Q9NWS0,PIH1D1,https://www.antibodypedia.com/gene/32006/PIH1D1,235,24,33,5,0,1,2.4091209032323473,"['C:cytoplasm', 'C:nucleolus', 'C:nucleus', 'C:pre-snoRNP complex', 'C:R2TP complex', 'C:ribonucleoprotein complex', 'C:RPAP3/R2TP/prefoldin-like complex', 'F:ATPase binding', 'F:histone binding', 'F:histone reader activity', 'F:phosphoprotein binding', 'F:protein kinase binding', 'P:box C/D snoRNP assembly', 'P:chromatin remodeling', 'P:epithelial cell differentiation', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway', 'P:positive regulation of glucose mediated signaling pathway', 'P:positive regulation of protein serine/threonine kinase activity', 'P:positive regulation of TORC1 signaling', 'P:positive regulation of transcription of nucleolar large rRNA by RNA polymerase I', 'P:protein stabilization', 'P:rRNA processing', 'P:snoRNA localization', 'P:TORC1 complex assembly']"
480,Q9NXR1,NDE1,https://www.antibodypedia.com/gene/11751/NDE1,277,31,175,8,0,2,4.104393620889143,"['C:centrosome', 'C:cleavage furrow', 'C:cytosol', 'C:kinesin complex', 'C:kinetochore', 'C:membrane', 'C:microtubule', 'C:spindle pole centrosome', 'C:synapse', 'F:identical protein binding', 'F:microtubule binding', 'P:cell division', 'P:cell migration', 'P:centrosome duplication', 'P:centrosome localization', 'P:cerebral cortex development', 'P:chromosome segregation', 'P:establishment of chromosome localization', 'P:establishment of mitotic spindle orientation', 'P:microtubule nucleation', 'P:mitotic centrosome separation', 'P:neuroblast proliferation', 'P:neuron migration', 'P:vesicle transport along microtubule']"
481,Q9NYB0,TERF2IP,https://www.antibodypedia.com/gene/1877/TERF2IP,514,41,247,8,5,1,5.273984174710016,"['C:chromosome, telomeric region', 'C:cytoplasm', 'C:male germ cell nucleus', 'C:nuclear body', 'C:nuclear chromosome', 'C:nuclear telomere cap complex', 'C:nucleoplasm', 'C:nucleus', 'C:shelterin complex', 'F:G-rich strand telomeric DNA binding', 'F:phosphatase binding', 'F:telomeric DNA binding', 'P:intracellular signal transduction', 'P:negative regulation of DNA recombination at telomere', 'P:negative regulation of protein phosphorylation', 'P:negative regulation of telomere maintenance', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:positive regulation of NF-kappaB transcription factor activity', 'P:positive regulation of non-canonical NF-kappaB signal transduction', 'P:positive regulation of telomere maintenance', 'P:protection from non-homologous end joining at telomere', 'P:protein localization to chromosome, telomeric region', 'P:regulation of DNA-templated transcription', 'P:regulation of double-strand break repair via homologous recombination', 'P:regulation of telomere maintenance', 'P:telomere capping', 'P:telomere maintenance', 'P:telomere maintenance via telomerase', 'P:telomere maintenance via telomere lengthening']"
482,Q9NYL2,MAP3K20,https://www.antibodypedia.com/gene/2065/MAP3K20,312,33,71,2,-1,1,1.6053646856657728,"['C:cytoplasm', 'C:cytosol', 'C:nucleus', 'F:ATP binding', 'F:JUN kinase kinase kinase activity', 'F:magnesium ion binding', 'F:MAP kinase kinase kinase activity', 'F:protein kinase activator activity', 'F:protein serine kinase activity', 'F:protein serine/threonine kinase activity', 'F:ribosome binding', 'F:RNA binding', 'F:small ribosomal subunit rRNA binding', 'F:stalled ribosome sensor activity', 'P:cell death', 'P:cell differentiation', 'P:cellular response to gamma radiation', 'P:cellular response to UV-B', 'P:chromosome segregation', 'P:cytoskeleton organization', 'P:DNA damage checkpoint signaling', 'P:embryonic digit morphogenesis', 'P:GCN2-mediated signaling', 'P:inflammatory response', 'P:JNK cascade', 'P:limb development', 'P:MAPK cascade', 'P:negative regulation of stress-activated protein kinase signaling cascade', 'P:negative regulation of translation in response to endoplasmic reticulum stress', 'P:p38MAPK cascade', 'P:positive regulation of apoptotic process', 'P:positive regulation of mitotic DNA damage checkpoint', 'P:positive regulation of programmed cell death', 'P:protein autophosphorylation', 'P:protein phosphorylation', 'P:pyroptosis', 'P:regulation of mitotic metaphase/anaphase transition', 'P:stress-activated MAPK cascade', 'P:stress-activated protein kinase signaling cascade']"
483,Q9NZ43,USE1,https://www.antibodypedia.com/gene/7758/USE1,217,26,61,3,0,1,2.0422037499108994,"['C:COPI-coated vesicle', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:SNARE complex', 'F:SNAP receptor activity', 'P:lysosomal transport', 'P:protein catabolic process', 'P:protein transport', 'P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'P:secretion by cell']"
484,Q9NZ56,FMN2,https://www.antibodypedia.com/gene/20819/FMN2,131,27,109,2,2,-1,0.013585116959419885,"['C:cell cortex', 'C:cytoplasm', 'C:cytoplasmic vesicle membrane', 'C:cytosol', 'C:endoplasmic reticulum', 'C:endoplasmic reticulum membrane', 'C:microvillus', 'C:nucleolus', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:spindle', 'F:actin binding', 'P:actin cytoskeleton organization', 'P:cell migration', 'P:cellular response to hypoxia', 'P:DNA damage response', 'P:establishment of meiotic spindle localization', 'P:formin-nucleated actin cable assembly', 'P:homologous chromosome movement towards spindle pole in meiosis I anaphase', 'P:intracellular signal transduction', 'P:intracellular transport', 'P:negative regulation of apoptotic process', 'P:negative regulation of protein catabolic process', 'P:oogenesis', 'P:polar body extrusion after meiotic divisions', 'P:positive regulation of double-strand break repair', 'P:protein transport', 'P:vesicle-mediated transport']"
485,Q9NZR2,LRP1B,https://www.antibodypedia.com/gene/33599/LRP1B,59,18,405,6,0,-1,-0.5597492094309278,"['C:plasma membrane', 'C:receptor complex', 'F:calcium ion binding', 'F:low-density lipoprotein particle receptor activity', 'P:protein transport', 'P:receptor-mediated endocytosis']"
486,Q9P0S2,COX16,https://www.antibodypedia.com/gene/25128/COX16,56,16,18,0,0,1,1.3458320865235007,"['C:mitochondrial inner membrane', 'P:mitochondrial cytochrome c oxidase assembly']"
487,Q9P0V3,SH3BP4,https://www.antibodypedia.com/gene/34462/SH3BP4,182,30,33,3,0,1,2.008789581741597,"['C:clathrin-coated pit', 'C:clathrin-coated vesicle', 'C:cytoplasm', 'C:extracellular exosome', 'C:nucleus', 'F:GDP-dissociation inhibitor activity', 'F:identical protein binding', 'F:small GTPase binding', 'P:cellular response to amino acid stimulus', 'P:endocytosis', 'P:negative regulation of cell growth', 'P:negative regulation of cell population proliferation', 'P:negative regulation of GTPase activity', 'P:negative regulation of TOR signaling', 'P:positive regulation of autophagy', 'P:protein localization to lysosome', 'P:regulation of catalytic activity']"
